	Compilation of Awesomeness Vol. II	Prayer of the Children	F:\Music\Unknown Artist\Compilation of Awesomeness Vol. II\05 - Prayer of the Children.mp3
	Compilation of Awesomeness Vol. II	Indiana Jones Theme	F:\Music\Unknown Artist\Compilation of Awesomeness Vol. II\06 - Indiana Jones Theme.mp3
	Compilation of Awesomeness Vol. II	Where in the World is Carmen Sandiego?	F:\Music\Unknown Artist\Compilation of Awesomeness Vol. II\07 - Where in the World is Carmen Sandiego_.mp3
	Dance Hits of the 80's	Don't you want me?	F:\Music\Unknown Artist\Dance Hits of the 80's\01 - Don't you want me_.mp3
	Dance Hits of the 80's	Wild wild west	F:\Music\Unknown Artist\Dance Hits of the 80's\02 - Wild wild west.mp3
	Dance Hits of the 80's	Shattered dreams	F:\Music\Unknown Artist\Dance Hits of the 80's\03 - Shattered dreams.mp3
	Dance Hits of the 80's	baby, I can't wait	F:\Music\Unknown Artist\Dance Hits of the 80's\04 - baby, I can't wait.mp3
	Dance Hits of the 80's	I'll tumble for ya	F:\Music\Unknown Artist\Dance Hits of the 80's\05 - I'll tumble for ya.mp3
	Dance Hits of the 80's	I love you Gigi?	F:\Music\Unknown Artist\Dance Hits of the 80's\06 - I love you Gigi_.mp3
	Dance Hits of the 80's	Rock me Amadeus	F:\Music\Unknown Artist\Dance Hits of the 80's\07 - Rock me Amadeus.mp3
	Dance Hits of the 80's	why don't you use it?	F:\Music\Unknown Artist\Dance Hits of the 80's\08 - why don't you use it_.mp3
	Dance Hits of the 80's	heart and soul	F:\Music\Unknown Artist\Dance Hits of the 80's\09 - heart and soul.mp3
	Dance Hits of the 80's	Electric Slide	F:\Music\Unknown Artist\Dance Hits of the 80's\10 - Electric Slide.mp3
	Dance Hits of the 80's	Safety Dance	F:\Music\Unknown Artist\Dance Hits of the 80's\11 - Safety Dance.mp3
	Dance Hits of the 80's	Dancing with myself	F:\Music\Unknown Artist\Dance Hits of the 80's\12 - Dancing with myself.mp3
	Jazz Scattitudes Vol. I	Blues for the Bean--instrument A	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\02 - Blues for the Bean--instrument A.mp3
	Jazz Scattitudes Vol. I	Blues for the Bean-- Jazz Swing	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\03 - Blues for the Bean-- Jazz Swing.mp3
	Jazz Scattitudes Vol. I	Blues for the Bean--instrument B	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\05 - Blues for the Bean--instrument B.mp3
	Jazz Scattitudes Vol. I	Blues for the Bean-- R&B	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\06 - Blues for the Bean-- R&B.mp3
	Jazz Scattitudes Vol. I	Blues for Bootz-- instument A	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\08 - Blues for Bootz-- instument A.mp3
	Jazz Scattitudes Vol. I	Blues for Bootz-- Jazz Swing	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\09 - Blues for Bootz-- Jazz Swing.mp3
	Jazz Scattitudes Vol. I	Blues for Bootz-- instrument B	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\11 - Blues for Bootz-- instrument B.mp3
	Jazz Scattitudes Vol. I	Blues for Bootz-- Reggae	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\12 - Blues for Bootz-- Reggae.mp3
	Jazz Scattitudes Vol. I	Blues for Mr. Hardy-- instrument A	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\14 - Blues for Mr. Hardy-- instrument A.mp3
	Jazz Scattitudes Vol. I	Blues for Mr. Hardy-- Jazz Swing	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\15 - Blues for Mr. Hardy-- Jazz Swing.mp3
	Jazz Scattitudes Vol. I	Blues for Mr. Hardy-- instrument B	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\17 - Blues for Mr. Hardy-- instrument B.mp3
	Jazz Scattitudes Vol. I	Blues for Mr. Hardy-- R&B	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\18 - Blues for Mr. Hardy-- R&B.mp3
	Jazz Scattitudes Vol. I	Lord Paddington Blues-- instrument A	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\20 - Lord Paddington Blues-- instrument A.mp3
	Jazz Scattitudes Vol. I	Lord Paddington Blues-- Jazz Swing	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\21 - Lord Paddington Blues-- Jazz Swing.mp3
	Jazz Scattitudes Vol. I	Lord Paddington Blues-- Rock	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\24 - Lord Paddington Blues-- Rock.mp3
	Jazz Scattitudes Vol. I	Columbo Blues-- instrument A	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\26 - Columbo Blues-- instrument A.mp3
	Jazz Scattitudes Vol. I	Columbo Blues-- Medium Jazz Swing	F:\Music\Unknown Artist\Jazz Scattitudes Vol. I\27 - Columbo Blues-- Medium Jazz Swing.mp3
	Jazz Scattitudes Vol. II	Columbo Blues-- instrument B	F:\Music\Unknown Artist\Jazz Scattitudes Vol. II\01 - Columbo Blues-- instrument B.mp3
	Jazz Scattitudes Vol. II	Columbo Blues-- Slow Jazz Swing	F:\Music\Unknown Artist\Jazz Scattitudes Vol. II\02 - Columbo Blues-- Slow Jazz Swing.mp3
	Jazz Scattitudes Vol. II	Blues for Kramer-- instrument A	F:\Music\Unknown Artist\Jazz Scattitudes Vol. II\04 - Blues for Kramer-- instrument A.mp3
	Jazz Scattitudes Vol. II	Blues for Kramer-- R&B Straight Funk	F:\Music\Unknown Artist\Jazz Scattitudes Vol. II\05 - Blues for Kramer-- R&B Straight Funk.mp3
	Jazz Scattitudes Vol. II	Blues for Kramer-- instrument B	F:\Music\Unknown Artist\Jazz Scattitudes Vol. II\07 - Blues for Kramer-- instrument B.mp3
	Jazz Scattitudes Vol. II	Blues for Kramer-- R&B Swunk	F:\Music\Unknown Artist\Jazz Scattitudes Vol. II\08 - Blues for Kramer-- R&B Swunk.mp3
	Jazz Scattitudes Vol. II	Blues for Kramer-- instrument C	F:\Music\Unknown Artist\Jazz Scattitudes Vol. II\10 - Blues for Kramer-- instrument C.mp3
	Jazz Scattitudes Vol. II	Blues for Kramer-- Latin Samba	F:\Music\Unknown Artist\Jazz Scattitudes Vol. II\11 - Blues for Kramer-- Latin Samba.mp3
	Jazz Scattitudes Vol. II	Blues for Mr. Mason-- Cajun	F:\Music\Unknown Artist\Jazz Scattitudes Vol. II\13 - Blues for Mr. Mason-- Cajun.mp3
	Jazz Scattitudes Vol. II	Blues for Mr. Mason-- instrument A	F:\Music\Unknown Artist\Jazz Scattitudes Vol. II\14 - Blues for Mr. Mason-- instrument A.mp3
	Jazz Scattitudes Vol. II	Blues for Mr. Mason-- instrument B	F:\Music\Unknown Artist\Jazz Scattitudes Vol. II\16 - Blues for Mr. Mason-- instrument B.mp3
	Jazz Scattitudes Vol. II	Blues for Mr. Mason-- Rock	F:\Music\Unknown Artist\Jazz Scattitudes Vol. II\17 - Blues for Mr. Mason-- Rock.mp3
	Jazz Scattitudes Vol. II	Blues for Mon Ami-- instrument A	F:\Music\Unknown Artist\Jazz Scattitudes Vol. II\19 - Blues for Mon Ami-- instrument A.mp3
	Jazz Scattitudes Vol. II	Blues for Mon Ami-- Cajun	F:\Music\Unknown Artist\Jazz Scattitudes Vol. II\20 - Blues for Mon Ami-- Cajun.mp3
	Jazz Scattitudes Vol. II	Blues for Mon Ami-- instrument B	F:\Music\Unknown Artist\Jazz Scattitudes Vol. II\22 - Blues for Mon Ami-- instrument B.mp3
	Jazz Scattitudes Vol. II	Blues for Mon Ami-- Rock and Reggae	F:\Music\Unknown Artist\Jazz Scattitudes Vol. II\23 - Blues for Mon Ami-- Rock and Reggae.mp3
	Katie's Mix	Moulin Rouge closing credits	F:\Music\Unknown Artist\Katie's Mix\17 - Moulin Rouge closing credits.mp3
	mt SAC Wind Ensemble Repertoire Fall 05	Lincolnshire Posy mvmt I	F:\Music\Unknown Artist\mt SAC Wind Ensemble Repertoire Fal\01 - Lincolnshire Posy mvmt I.mp3
	mt SAC Wind Ensemble Repertoire Fall 05	Linconshire Posy mvmt II	F:\Music\Unknown Artist\mt SAC Wind Ensemble Repertoire Fal\02 - Linconshire Posy mvmt II.mp3
	mt SAC Wind Ensemble Repertoire Fall 05	Lincolnshire Posy mvmt III	F:\Music\Unknown Artist\mt SAC Wind Ensemble Repertoire Fal\03 - Lincolnshire Posy mvmt III.mp3
	mt SAC Wind Ensemble Repertoire Fall 05	Lincolnshire Posy mvmt IV	F:\Music\Unknown Artist\mt SAC Wind Ensemble Repertoire Fal\04 - Lincolnshire Posy mvmt IV.mp3
	mt SAC Wind Ensemble Repertoire Fall 05	Lincolnshire Posy mvmt V	F:\Music\Unknown Artist\mt SAC Wind Ensemble Repertoire Fal\05 - Lincolnshire Posy mvmt V.mp3
	mt SAC Wind Ensemble Repertoire Fall 05	Lincolnshire Posy mvmt VI	F:\Music\Unknown Artist\mt SAC Wind Ensemble Repertoire Fal\06 - Lincolnshire Posy mvmt VI.mp3
	mt SAC Wind Ensemble Repertoire Fall 05	Sinfonia V	F:\Music\Unknown Artist\mt SAC Wind Ensemble Repertoire Fal\07 - Sinfonia V.mp3
	mt SAC Wind Ensemble Repertoire Fall 05	Track 8	F:\Music\Unknown Artist\mt SAC Wind Ensemble Repertoire Fal\08 - Track 8.mp3
	mt SAC Wind Ensemble Repertoire Fall 05	Track 9	F:\Music\Unknown Artist\mt SAC Wind Ensemble Repertoire Fal\09 - Track 9.mp3
	mt SAC Wind Ensemble Repertoire Fall 05	Track 10	F:\Music\Unknown Artist\mt SAC Wind Ensemble Repertoire Fal\10 - Track 10.mp3
	mt SAC Wind Ensemble Repertoire Fall 05	Track 11	F:\Music\Unknown Artist\mt SAC Wind Ensemble Repertoire Fal\11 - Track 11.mp3
	mt SAC Wind Ensemble Repertoire Fall 05	Americana - march	F:\Music\Unknown Artist\mt SAC Wind Ensemble Repertoire Fal\12 - Americana - march.mp3
	Mt SAC Wind Ensemble Repertoire Spring 06	Sinfonia IV	F:\Music\Unknown Artist\Mt SAC Wind Ensemble Repertoire Spr\02 - Sinfonia IV.mp3
	Mt SAC Wind Ensemble Repertoire Spring 06	Be Thou My Vision	F:\Music\Unknown Artist\Mt SAC Wind Ensemble Repertoire Spr\03 - Be Thou My Vision.mp3
	Mt SAC Wind Ensemble Repertoire Spring 06	I'm Seventeen Come Sunday	F:\Music\Unknown Artist\Mt SAC Wind Ensemble Repertoire Spr\08 - I'm Seventeen Come Sunday.mp3
	Mt SAC Wind Ensemble Repetoire Spring 05	Army of the Nile (march)	F:\Music\Unknown Artist\Mt SAC Wind Ensemble Repetoire Spri\01 - Army of the Nile (march).mp3
	Mt SAC Wind Ensemble Repetoire Spring 05	Track 2	F:\Music\Unknown Artist\Mt SAC Wind Ensemble Repetoire Spri\02 - Track 2.mp3
	Mt SAC Wind Ensemble Repetoire Spring 05	Track 3	F:\Music\Unknown Artist\Mt SAC Wind Ensemble Repetoire Spri\03 - Track 3.mp3
	Mt SAC Wind Ensemble Repetoire Spring 05	Track 4	F:\Music\Unknown Artist\Mt SAC Wind Ensemble Repetoire Spri\04 - Track 4.mp3
	Mt SAC Wind Ensemble Repetoire Spring 05	Chester	F:\Music\Unknown Artist\Mt SAC Wind Ensemble Repetoire Spri\05 - Chester.mp3
	Mt SAC Wind Ensemble Repetoire Spring 05	Sinfonia V (or IV)	F:\Music\Unknown Artist\Mt SAC Wind Ensemble Repetoire Spri\06 - Sinfonia V (or IV).mp3
	Mt SAC Wind Ensemble Repetoire Spring 05	Divirtimento mvmt I	F:\Music\Unknown Artist\Mt SAC Wind Ensemble Repetoire Spri\07 - Divirtimento mvmt I.mp3
	Mt SAC Wind Ensemble Repetoire Spring 05	Divirtimento mvmt II	F:\Music\Unknown Artist\Mt SAC Wind Ensemble Repetoire Spri\08 - Divirtimento mvmt II.mp3
	Mt SAC Wind Ensemble Repetoire Spring 05	Divertimento mvmt III	F:\Music\Unknown Artist\Mt SAC Wind Ensemble Repetoire Spri\09 - Divertimento mvmt III.mp3
	Mt SAC Wind Ensemble Repetoire Spring 05	Divirtimento mvmt IV	F:\Music\Unknown Artist\Mt SAC Wind Ensemble Repetoire Spri\10 - Divirtimento mvmt IV.mp3
	Summertime Mix	the way you do the thing you do	F:\Music\Unknown Artist\Summertime Mix\05 - the way you do the thing you do.mp3
	Summertime Mix	Track 08	F:\Music\Unknown Artist\Summertime Mix\08 - Track 08.mp3
	Summertime Mix	I've got you babe	F:\Music\Unknown Artist\Summertime Mix\16 - I've got you babe.mp3
	Summertime Mix	Who's gonna drive you home?	F:\Music\Unknown Artist\Summertime Mix\17 - Who's gonna drive you home_.mp3
		Overture	F:\Music\Unknown Artist\Unknown Album\01 - Overture.mp3
		That Thing You Do!	F:\Music\Unknown Artist\Unknown Album\01 - That Thing You Do!.mp3
		Stella by Starlight	F:\Music\Unknown Artist\Unknown Album\02 - Stella by Starlight.mp3
		Gummi Bears	F:\Music\Unknown Artist\Unknown Album\03 - Gummi Bears.mp3
		My Funny Valentine (Full Version)	F:\Music\Unknown Artist\Unknown Album\03 - My Funny Valentine (Full Version).mp3
		Rain Please Go Away	F:\Music\Unknown Artist\Unknown Album\03 - Rain Please Go Away.mp3
		Summertime	F:\Music\Unknown Artist\Unknown Album\03 - Summertime.mp3
		Tune up #2	F:\Music\Unknown Artist\Unknown Album\03 - Tune up #2.mp3
		Rent	F:\Music\Unknown Artist\Unknown Album\04 - Rent.mp3
		We Can Do It	F:\Music\Unknown Artist\Unknown Album\04 - We Can Do It.mp3
		My Boyfriend's Back	F:\Music\Unknown Artist\Unknown Album\06 - My Boyfriend's Back.mp3
		Johnny One Note (Full Version)	F:\Music\Unknown Artist\Unknown Album\07 - Johnny One Note (Full Version).mp3
		Divirtimento mvmt II	F:\Music\Unknown Artist\Unknown Album\08 - Divirtimento mvmt II.mp3
		Track 08	F:\Music\Unknown Artist\Unknown Album\08 - Track 08.mp3
		Viscosity	F:\Music\Unknown Artist\Unknown Album\08 - Viscosity.mp3
		Borderline	F:\Music\Unknown Artist\Unknown Album\09 - Borderline.mp3
		Heart And Soul	F:\Music\Unknown Artist\Unknown Album\09 - Heart And Soul.mp3
		I Dream of Jeannie With the Light	F:\Music\Unknown Artist\Unknown Album\09 - I Dream of Jeannie With the Light.mp3
		The Jazz Police	F:\Music\Unknown Artist\Unknown Album\09 - The Jazz Police.mp3
		Track 09	F:\Music\Unknown Artist\Unknown Album\09 - Track 09.mp3
		Everything I Want to Be	F:\Music\Unknown Artist\Unknown Album\11 - Everything I Want to Be.mp3
		My White Knight	F:\Music\Unknown Artist\Unknown Album\11 - My White Knight.mp3
		Track 11	F:\Music\Unknown Artist\Unknown Album\11 - Track 11.mp3
		Jammin'	F:\Music\Unknown Artist\Unknown Album\14 - Jammin'.mp3
		Sloop John B	F:\Music\Unknown Artist\Unknown Album\14 - Sloop John B.mp3
		Track 14	F:\Music\Unknown Artist\Unknown Album\14 - Track 14.mp3
		ZIPPER	F:\Music\Unknown Artist\Unknown Album\14 - ZIPPER.mp3
		See the Constellation	F:\Music\Unknown Artist\Unknown Album\16 - See the Constellation.mp3
		Track 16	F:\Music\Unknown Artist\Unknown Album\16 - Track 16.mp3
		(On the) Street Where You Live	F:\Music\Unknown Artist\Unknown Album\17 - (On the) Street Where You Live.mp3
		Track 17	F:\Music\Unknown Artist\Unknown Album\17 - Track 17.mp3
		Surrey With The Fringe On Top (Acapella)	F:\Music\Unknown Artist\Unknown Album\18 - Surrey With The Fringe On Top (Acapella).mp3
		Track 18	F:\Music\Unknown Artist\Unknown Album\18 - Track 18.mp3
		Shake Sanora	F:\Music\Unknown Artist\Unknown Album\19 - Shake Sanora.mp3
		Track 19	F:\Music\Unknown Artist\Unknown Album\19 - Track 19.mp3
		Straighten Up & Fly Right	F:\Music\Unknown Artist\Unknown Album\21 - Straighten Up & Fly Right.mp3
		Paul Revere...	F:\Music\Unknown Artist\Unknown Album\22 - Paul Revere....mp3
		Howl Song 1 ''Song of Healing''	F:\Music\Unknown Artist\Unknown Album\232 - Howl Song 1 ''Song of Healing''.mp3
		Howl Song 1 ''Song of Healing'' (duo)	F:\Music\Unknown Artist\Unknown Album\233 - Howl Song 1 ''Song of Healing'' (duo).mp3
		Trombone Audition Christmas_r8b	F:\Music\Unknown Artist\Unknown Album\Trombone Audition Christmas_r8b.mp3
		Trombone Audition Etude_r8b	F:\Music\Unknown Artist\Unknown Album\Trombone Audition Etude_r8b.mp3
		Trombone Audition Scale_r8b	F:\Music\Unknown Artist\Unknown Album\Trombone Audition Scale_r8b.mp3
Alexander Brandon, et. al	Unreal Soundtrack	Chizra: Nali Water God	F:\Music\Unreal\Unreal Soundtrack\Alexander Brandon, et. al - Chizra_ Nali Water God.mp3
Alexander Brandon, et. al	Unreal Soundtrack	Dark Arena	F:\Music\Unreal\Unreal Soundtrack\Alexander Brandon, et. al - Dark Arena.mp3
Alexander Brandon, et. al	Unreal Soundtrack	Gateway To Na Pali	F:\Music\Unreal\Unreal Soundtrack\Alexander Brandon, et. al - Gateway To Na Pali.mp3
Alexander Brandon, et. al	Unreal Soundtrack	Na Pali Heaven	F:\Music\Unreal\Unreal Soundtrack\Alexander Brandon, et. al - Na Pali Heaven.mp3
Alexander Brandon, et. al	Unreal Soundtrack	Nyleve's Falls	F:\Music\Unreal\Unreal Soundtrack\Alexander Brandon, et. al - Nyleve's Falls.mp3
Alexander Brandon, et. al	Unreal Soundtrack	Temple Of Vandora	F:\Music\Unreal\Unreal Soundtrack\Alexander Brandon, et. al - Temple Of Vandora.mp3
Jesper Kyd, Rom Di Prisco	Unreal Tournament 3	Afterburn	F:\Music\Unreal Tournament\Unreal Tournament 3\Jesper Kyd, Rom Di Prisco - Afterburn.mp3
Jesper Kyd, Rom Di Prisco	Unreal Tournament 3	Foregone Destruction	F:\Music\Unreal Tournament\Unreal Tournament 3\Jesper Kyd, Rom Di Prisco - Foregone Destruction.mp3
Us3	Living In The 90's [Disc 2]	Cantaloop (Flip Fantasia)	F:\Music\Us3\Living In The 90's [Disc 2]\Us3 - 03 - Cantaloop (Flip Fantasia).mp3
Usher	8701	U Dont Have To	F:\Music\Usher\8701\Usher - 08 - U Dont Have To.mp3
Usher		Yeah!	F:\Music\Usher\Unknown Album\Usher - 18 - Yeah!.mp3
Utada Hikaru	Kingdom Hearts Original Soundtrack Complete	Hikari -PLANITb Remix- (Short Edit)	F:\Music\Utada Hikaru\Kingdom Hearts Original Soundtrack\Utada Hikaru - 03 - Hikari -PLANITb Remix- (Short Edit).mp3
Valued Acer Customer	Valued Acer Customer's Greatest Hits	hawaiian sophie	F:\Music\Valued Acer Customer\Valued Acer Customer's Greatest Hit\Valued Acer Customer - 01 - hawaiian sophie.mp3
Van Halen	Van Halen (Debut Album)	On Fire	F:\Music\Van Halen\Van Halen (Debut Album)\Van Halen - 11 - On Fire.mp3
Van Morrison	Brown Eyed Girl (Single)	Brown Eyed Girl	F:\Music\Van Morrison\Brown Eyed Girl (Single)\Van Morrison - 01 - Brown Eyed Girl.mp3
Van Morrison	One fine Day soundtrack	Have I Told You Lately	F:\Music\Van Morrison\One fine Day soundtrack\Van Morrison - 16 - Have I Told You Lately.mp3
Van Morrison		Brown Eyed Girl	F:\Music\Van Morrison\Unknown Album\Van Morrison - Brown Eyed Girl.mp3
Vangelis	Mythodea	Movement III	F:\Music\Vangelis\Mythodea\Vangelis - 04 - Movement III.mp3
Vanilla Ice	Jacie's Mix	Ice Ice Baby	F:\Music\Vanilla Ice\Jacie's Mix\Vanilla Ice - Ice Ice Baby.mp3
Vanilla Ice		Ninja Rap	F:\Music\Vanilla Ice\Unknown Album\Vanilla Ice - Ninja Rap.mp3
Duran Duran	Big Party of the 80's	Hungry Like The Wolf	F:\Music\Various\Big Party of the 80's\Duran Duran - 04 - Hungry Like The Wolf.mp3
Various	Christ the King Anniversary Co	On Eagles Wings	F:\Music\Various\Christ the King Anniversary Co\Various - 05 - On Eagles Wings.mp3
Various	The Best Of New Fashioned Love Songs	Danny's Song	F:\Music\Various\The Best Of New Fashioned Love Song\Various - 16 - Danny's Song.mp3
Shannon		Let The Music Play	F:\Music\Various\Unknown Album\Shannon - 10 - Let The Music Play.mp3
Various Artists	Praise to the Man	Fantasy on a Scottish Tune	F:\Music\Various Artists\Praise to the Man\Various Artists - 01 - Fantasy on a Scottish Tune.mp3
Various Artists	Praise to the Man	A New Day	F:\Music\Various Artists\Praise to the Man\Various Artists - 02 - A New Day.mp3
Various Artists	Praise to the Man	Joseph Smith's First Prayer	F:\Music\Various Artists\Praise to the Man\Various Artists - 03 - Joseph Smith's First Prayer.mp3
Various Artists	Praise to the Man	I Have Seen Him	F:\Music\Various Artists\Praise to the Man\Various Artists - 04 - I Have Seen Him.mp3
Various Artists	Praise to the Man	Go With Me	F:\Music\Various Artists\Praise to the Man\Various Artists - 05 - Go With Me.mp3
Various Artists	Praise to the Man	Dark Clouds	F:\Music\Various Artists\Praise to the Man\Various Artists - 06 - Dark Clouds.mp3
Various Artists	Praise to the Man	My Kindness Shall Not Depart From Thee	F:\Music\Various Artists\Praise to the Man\Various Artists - 07 - My Kindness Shall Not Depart From Thee.mp3
Various Artists	Praise to the Man	Hold On	F:\Music\Various Artists\Praise to the Man\Various Artists - 08 - Hold On.mp3
Various Artists	Praise to the Man	Man of Sorrows	F:\Music\Various Artists\Praise to the Man\Various Artists - 09 - Man of Sorrows.mp3
Various Artists	Praise to the Man	A Poor Wayfaring Man of Grief	F:\Music\Various Artists\Praise to the Man\Various Artists - 10 - A Poor Wayfaring Man of Grief.mp3
Various Artists	Praise to the Man	Praise to the Man	F:\Music\Various Artists\Praise to the Man\Various Artists - 11 - Praise to the Man.mp3
Various Artists	Praise to the Man	Who Is This Man?	F:\Music\Various Artists\Praise to the Man\Various Artists - 12 - Who Is This Man_.mp3
Various Artists	Pure Funk	Car Wash	F:\Music\Various Artists\Pure Funk\Various Artists - 01 - Car Wash.mp3
Various Artists	Queer As Folk 2 - Disc 1	Dancing Queen - Millenium Mix	F:\Music\Various Artists\Queer As Folk 2 - Disc 1\Various Artists - 09 - Dancing Queen - Millenium Mix.mp3
Various Artists	Street Parade '98 (CD 2)	I Close My Eyes (Technoclub Mi	F:\Music\Various Artists\Street Parade '98 (CD 2)\Various Artists - I Close My Eyes (Technoclub Mi.mp3
Various Artists	The Best Of James Bond - 30th Anniversary Collection	Nancy Sinatra - You Only Live Twice	F:\Music\Various Artists\The Best Of James Bond - 30th Anniv\Various Artists - 14 - Nancy Sinatra - You Only Live Twice.mp3
